Ulasan,Sentimen,Deteksi_Bahasa
alhamdulilah ipadnya garansi bukan ibox jual respon balas chat jujur kirim perlu tingkat pesan next day t,positif,id
barang aman packing rapi,positif,id
barang sesuai deskripsi moga awet manfaat terima kasih,positif,id
fast response barang cepat antar produk sama foto sama original,positif,id
unit new segel first ios device moga awet,positif,id
kirim lama bikin was2 kalo kenapa2 sama barang alhamdulillah barang aman,positif,id
fast respon barang asli mantap cepat,positif,id
ukur pas guna casing pasang pas guna alat bantu bawa,positif,id
barang kondisi bubble wrap tebal box dalam kondisi baik ipad kondisi baik seller sgt responsif,positif,id
proses sangat cepat cs responsive 24 jam,positif,id
rekomendasi kawan mantap kualitas barang oribinale,positif,id
produk bagus garansi lama,positif,id
semua bagus udh cek segi battery health asuransi sama pertama kali aktifin devicenya,positif,id
beli karna kena racun mas pacar tdnya mau gen 10 air 5 lebih menggonda kirim lumayan cepet seller responsif garansi harga lumayan sai,positif,id
respon jual cepat barang sesuai pilih kirim segel sesuai harap,positif,id
barang segel walaupun kirim lama admin respon cepat,positif,id
barang sesuai deskripsi baru segel kerja baik,positif,id
barang sesuai deskripsi bagus sekali,positif,id
alhamdulillah aman sesuai ekspetasi coba amannn sentosa adminnya humble tanya selalu jawab thank u moga sllu mjd trusted seller yahhh,positif,id
paket aman puas banget layan nya jadi tenang beli sini,positif,id
jauh cuma toko amanah ngirimnya fitur pakai kayu palet toko ada jadi aman luar pulau beli sini thanks,positif,id
paket cepat aman cek moga awet,positif,id
barang aman mulus segel tiga kali beli toko mudah mudah tetap amanah selalu,positif,id
lupa kasih review overall semua mantap dichat cepat balas diconfirm ulang kirim kena scam admin sangat2 mantap lah produk oke customer,positif,id
packing aman kirim cepat terimakasih,positif,id
gada masalah semua aman baik request unit gdn hoki2an dptnya ttp digimap yaudalah,positif,id
mantap banget gankatanya repacktapi liat kalo buka segelrapi bangetunit fotogaransi aktif 30 april,positif,id
barang kualitas penuh ucap manizzzzz,positif,id
mantap barang cek aman minus kirim lama oke deh,positif,id
barang datang selamat emas sangat safety moga awet yaa seller nya ramah gercep banget thanks seller,positif,id
barang orginal cek coverage garansi resmi apple,positif,id
barang baguss muluss sellernya amanahh,positif,id
sellernya ramah fast respon barang sesuai deskripsi jelas seller the best dehh,positif,id
barang sesuai segel daftar mantap adminnya baik padahal aku rewel banget soal pertama kali beli elektronik online will come back if theres anything,positif,id
barang sesuai kak cepat sayang item nya habis,positif,id
barang original kirim aman cepat,positif,id
cepet banget langsung kirim barang sesuai aman,positif,id
gasalah beli sini nyata luar biasa admin nya fast respon,positif,id
kirim cepat barang aman toko percaya respon chat cepat,positif,id
layan gercep sesuai selera silver barang bagus mantap,positif,id
moga awet kendala mantap pkoknya,positif,id
jajan barang mahal pertama online maju mundur baca review udah familiar sama nama studio ponsel akhir berani diri buat check out awaln,positif,id
barang terima ada aman segel puas deh,positif,id
produk bagus seller sangat responsif andal produk apple nonimei,positif,id
terima kasih beli lengkap macbook segala nya uda lengkap langsung unboxing sana mantap top markotop next mau repurchase kalo mau beli,positif,id
mantap laptop macbooknya uda terima baik request ambil pickup sendiri malam2 jam 9 order besok jam 1an siang uda disuru ambil sana baru pertama kali beli,positif,id
macbook terima baik selamat aman packing kayu,positif,id
pesan respon cepat barang original mantap,positif,id
kirim cepat seller super responsive barang ada bagus moga awet terimakasih,positif,id
barang original garansi apple 1 tahun kirim cepat aman,positif,id
barang hilang ekspedisi isi sesuai proses investigasi 2bulan uang kembali waspada pake anteraja sempet stres takut uang balik puluh juta,negatif,id
barang original,positif,id
produk pasang sulit lengkap stiker angkat debu kecil aku akalin pakai solatip walaupun sempurna harga segitu masuk a,positif,id
udh langgan sini semenjak beli ipad layan produk muas 100 original,positif,id
layan cepat original moga awet,positif,id
alhamdulillah sampai barang moga sukses,positif,id
dapet garansi tam original trusted adminnya responsif mantap pokok,positif,id
kirim oke banget pesan senin sore pake jne yes langsung proses hari selasa siang barang udah sampe beli dua toko so far pelay,positif,id
fast responbarang sesuai deskripsirecommended sellerpengiriman cepat,positif,id
produk asli barang sesuai deskripsi opsi self pickup garansi jalan maret,positif,id
mantap deh pokok udh 3x beli sini layan oke,positif,id
mantap sesuai garansi resmi layan ramah cepat tanggap,positif,id
ganteng bener laptop nyaa layan ramah toko trusted,positif,id
barang segel aman,positif,id
alhamdulillah ipad lengkap dapet bonus softcase jual fast respon,positif,id
akhir apple tv gen baru tiba selamat rumah kemas baik sekali jadi aman kemas disetting fungsi baik pu,positif,id
seller responsif chat tanya langsung balas pas beli pas betul jakarta jadi langsung pickup toko barang bagus garansi off terima,positif,id
mantap service nice,positif,id
salah order kemudian minta batal order ulang chat kemudian beri order sesuai ingin pr kait garansi urus sendiri l,positif,id
jauh aman baik terima kasih,positif,id
barang mantap kirim aman cepat,positif,id
barang terima aman baik garansi 1 tahun tinggal beberapa bulan januari,positif,id
barang datang baik kualitas baik,positif,id
kirim super cepat packing rapih guna bubble wrap super seller deh,positif,id
sempurna sih aman jaya enjoy,positif,id
sangat cepat puas,positif,id
kado buat anak nicee,positif,id
cepat cs ramah teliti bukan bot sangat berhati2 packaging kirim produk mah original,positif,id
barang garansi 1 tahun tanggal beli sesuai sama tanggal garansi garansi resmi recomended studio ponsel,positif,id
kualitas bagus kirim cepat punya garansi sertas spesifikasi bagus barang asli,positif,id
pas ama ukur hp packing tebal aman buat hati tenang,positif,id
sesuai pesan kira cuma kepala charger aja kasih kabel ny,positif,id
cepet datang asli bnib pokok puasssss,positif,id
barang sesuai mantap,positif,id
bang david gadgetin rekomenin toko buat beli hp trusted cepet dibales kasih instruksi jelas dapet bonus casing screen protector makasih ka,positif,id
insyaaallah barang original sejak beli 9 agustus sampe sekarang kisar 2 minggu alhamdulillah aman cuma beberapa hari lalu upgrade ios eh hapenya mati,positif,id
beli tiga igoods alhamdulillah semua aman,positif,id
barang tiba selamatberfungsi baik masalah sama sekalikode paa mantap,positif,id
terima sesuai pesan packing oke banget respon cepat,positif,id
kirim cepat barang sesuai ingin hadiah casing screen guard,positif,id
mantap cepat percaya mantap banyak bonus nya,positif,id
sesuai deskripsi co toped pick up toko layan jelas nya luar biasa moga awet,positif,id
barang originally green peeldalet warranty card nya cma adminnya aga jutek v,positif,id
barang kondisi baikdari segi fisik atau fungsi semua jalan baik,positif,id
barang sesuai kondisi bagus original indonesia garansi resmi ibox terimakasih,positif,id
so far aman sentosa pakai sd agustus 2024 moga awet gada masalah sampe kapan,positif,id
mantap sekali,positif,id
alhamdulillah dapet original digimap pake instan sampe hari sama kirim cepet aman semua moga tetep aman dapet harga baik ju,positif,id
barang bagus charger original admin sangat membanty,positif,id
barang original layan bagus admin ramah recommended seller,positif,id
terimakasih bonus nya,positif,id
seller amanah barang aman baru segel green peel moga sukses makasih seller,positif,id
alhamdulillah barang original kirim cepat segel tks,positif,id
barang sesuai pesan seller ramah recommended top,positif,id
kirim rapi bagus barang selamat bonus 2 item lengkap nyata,positif,id
barang original jgn ragu beli toko recomended,positif,id
barang nya bagus rekomend banget harga beda jauh mantap poko puas banget,positif,id
barang bagus suara mantap,positif,id
packing rapih segel promo nya gede mantap recomend toko,positif,id
trimakasih seller amanah selalu,positif,id
sesuai deskripsi garansi resmi terimakasih seller,positif,id
satset barang terima baik original moga makin amanahtrimakasg,positif,id
produk bagus kirim cepat packing aman recommended seller pokok,positif,id
gilaaa sihh dapet diskon,positif,id
admin ramah barang original apple garansi tam layan baik,positif,id
sumpah pertama kali beli hp iphone olshop ngeringeri sedep guys tapiii toko benerbener super duper amanah banget unit barang beneran original s,positif,id
sn baca web resmi apple ragu asli,negatif,id
cepat tepat murah original garansi resmi imei tembus,positif,id
kualitas barang original top,positif,id
nyesel beli sini layan nya bagus banget bahkan ambil toko nya langsung kaka nya cantik jelas detail wajib banget sih kalian beli deh,positif,id
barang original fungsi normal packing aman,positif,id
barang sesuai pesan mulus sesuai pesan thank you,positif,id
produk baik seller sangat responsif recommend belanja sini,positif,id
nyesel beli sini deh mn bonus request paa,positif,id
seller responsif informatif kirim instan segera kirim ketat aman,positif,id
makasih kak barang segel waktu garansi resmi nya kak fungsi baik kualitas hp nya original,positif,id
asli seller fast respon oke lah beli sini,positif,id
admin cuek cokdan tau dalam tulis kalau imei returnntah gua tau cara cek imei yatapi daftar pas cek,positif,id
thanks igoods langanan beli sini utama karna layan mantap banget tambah bestprice sukses selalu yaaaa,positif,id
packing sangat rapi tambah bonus sangat guna next beli sini mantap,positif,id
mantap banget kaka nya baik baik sukak top belanja sini,positif,id
baik produk igoods,positif,id
alhamdulillah akhir sampe adminnya ramah jelas detail kirim cepat pake instan,positif,id
bubble wrap nya banyak barang oke beneran original,positif,id
barang emas rapih bangettt reseler ramah,positif,id
fast respond kirim ceoat,positif,id
barang sesuai kondisi baik packaging baik kirim cepat,positif,id
barang bagus non greenpeel,positif,id
alhamdulillah aman pakai instan btw parkir 5rb kata gojek packingnya mantap betul nyata case bening tempred maya proses pindah ip7plus ip 15,positif,id
aman garansi 1 tahun moga hp awet kendala,positif,id
bagus kirim aman kondisi hp sangat baik,positif,id
layan cepat admin balas chat gercep kirim cepat aman barang original green peel overall mantap,positif,id
diskon ngotak barang resmi indonesia keren banget moga aweeet makasiih igood,positif,id
bagussrekomenkalo mau cari promo cari bulan tanggal kembar kaya 88,positif,id
bagus semua fiturnya fungsi baik kirim cepat,positif,id
layan baik,positif,id
barang sesuai deskripsi packagingnya bagus garansi resmi terimakasih,positif,id
layan cepat barang original garansi tam jadi perlu ragu garansi pakai 1 minggu lancar aman kendala,positif,id
produk original spec kirim sesuai packing aman fast response recommended seller lah harga the best meski harga paling murah banding yang jual bukan produk,positif,id
barang cepat respon jual ramah,positif,id
barang original packing sangat aman bubble wrap tebal kardus proses kirim cepat kurir instan beli iphone 3 kali toko,positif,id
barang lama dikit ekspedisi kondisi super baik packaging aman semua lengkap barang aman super legit,positif,id
barang sesuai deskripsi saran jgn pakai jasa paket ka barang transit titik akhir lebih 2 hari segera kirim beli,positif,id
worth it banget beli sini siasia layan oke banget pegawai ramah ramah sama fast respon barang bukan kaleng kaleng real no tiputipu,positif,id
barang original selamat keren seller,positif,id
layan oke banget seller percaya aku udah 2x beli sini,positif,id
alhamdulillah barang terima iphone new harga paling murah terimakasih igoods,positif,id
mantap barang sesuai ekpektasi bonus casing screen guard,positif,id
langgan lama 3 tahun trust and fast delivery,positif,id
barang tiba terima kasih recommended seller,positif,id
hihi makasih seller langgan free case anti gores jugaharga murah,positif,id
kualitas layan punya,positif,id
produk new original greenpeel sesuai janji jalan baik sesuai fungsi,positif,id
produk new original greenpeel sesuai janji kasih bonus case tempered glass,positif,id
