Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
B***r,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Lavender,Ulasan tidak ditemukan,5,2 bulan lalu
Pipin,Xiaomi POCO M6 Pro 8/256GB - Garansi Resmi,Varian: Promo Blue,barang sesuai pesanan packing rapi masih segel,5,2 bulan lalu
Marjito,Xiaomi Redmi 13C Support NFC 6/128GB - Garansi Resmi,Varian: Promo Black,semoga awet,5,2 bulan lalu
Triyanto,Samsung Galaxy Tab S8 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Graphite,Ada garansi resmi Barangnya original 👍 RAM besar Resolusi kamera bagus Performa lancar Packaging aman 🙏 Packaging rapi Respon penjualnya top Proses pesanan cepat Enak b...,5,2 bulan lalu
atik,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Black,"barang ori bergaransi , tapi sayang warna nya tidak sesuai di etalase ... jaminan harga termurah di marketplace",5,2 bulan lalu
Kevin,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,Barang sesuai gambar semoga awet admin sabar ngejelasin pertanyaan pengiriman ngebut,5,2 bulan lalu
F***o,Samsung Galaxy M54 5G 8/256GB - Garansi Resmi,Varian: Promo Darkblue,mantap. baru dan bersegel,5,2 bulan lalu
G***E,ITEL A70 4/64GB - Garansi Resmi,Varian: Promo Black,Ulasan tidak ditemukan,5,2 bulan lalu
Farhan,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,"barang ori samsung, masih segelll
minua pengiriman agak lamaa",5,2 bulan lalu
I***r,Samsung Galaxy Tab S7 FE 5G 6/128GB Garansi Resmi,Varian: Promo Hitam,"Barang diterima dengan baik dan dibungkus dengan bubble wrap yg tebal, pengiriman cepat, pesan pagi, siang sudah diterima. Tablet mulus dan berfungsi dengan baik. Garansi...",5,2 bulan lalu
S***n,ADAPTOR SAMSUNG EP-TA800 FAST CHARGING 25W TYPE C,Varian: Putih,Ulasan tidak ditemukan,5,2 bulan lalu
S***n,Samsung Galaxy A54 5G 8/256GB Garansi Resmi,Varian: Promo Violet,Ulasan tidak ditemukan,5,2 bulan lalu
edo,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,"barang sesuai pesanan....
datang BNIB. proses sangat gercep. packing tebal n aman. thanks seller 👍👍👍",5,2 bulan lalu
Y***r,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,ok alhamdulilah brang sampai,5,2 bulan lalu
Sasikirana,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Green,"setelah sayacoba sekitar 6 jam an lebih tidak ada kendala di hp maupun software, pengemasan sangat bagus tidak ada cacat di box hp maupun hp dan garansi resmi sein bisa p...",5,2 bulan lalu
F***n,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Black,"mantapp seller berkualitas, barang ori",5,2 bulan lalu
selta,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Gold,barang berfungsi dengan baik,4,2 bulan lalu
j***y,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Green,"honest review
#positif :
-harga lbh murah dr toko lain
-proses cepat, checkout minggu jam 9.30an, jam 13.30an udh dikirim
-packaging aman
#negatif :
-barang repack. br ke...",4,2 bulan lalu
Antonius,Xiaomi Redmi 13C Support NFC 6/128GB - Garansi Resmi,Varian: Promo Black,"terimakasih hp sudah di terima, pengiriman cepat dan barang garansi resmi",5,2 bulan lalu
Y***a,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Black,"Terimakasih, Barangnya sudah sampai 
jujurly bagus hpnya gak bohong seller ini 
asli, saran saya banyakin Vouchernya yg dari Tokopedia 
dan verifikasi biar bisa dapet Gra...",5,2 bulan lalu
Anang,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Black,mantab harga murah barang ORI,5,2 bulan lalu
ahmad,Xiaomi Poco M5S NFC 4/64GB Garansi Resmi,Varian: Promo Grey,"barang original bnib bukan repack/refurbish/rekon
walo harus di charge dulu mungkin karna terlalu lama di gudang secara produksi 2022/12",5,2 bulan lalu
Dirma,Samsung Galaxy Buds FE,Varian: Promo Black,Pilih Hitam Di Kirim Putih,2,2 bulan lalu
D***a,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,"semoga next bisa order lg yaa kak,thanks... :)",5,2 bulan lalu
V***a,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,Barangnya original 👍 Respon penjualnya top Packaging aman 🙏 Packaging rapi Penjualnya ramah banget Proses pesanan cepat,5,2 bulan lalu
herman,"ITEL PAD 2 10.1""HD 4/128GB - Garansi Resmi",Varian: Promo Grey,hahahahhahahhahhaha,5,2 bulan lalu
nursyarief,Xiaomi Redmi 13C Support NFC 6/128GB - Garansi Resmi,Varian: Promo Green,"fast response.. makasihh om 👌 
semoga aman2 sajaaa",5,2 bulan lalu
Marcel,Xiaomi Poco X5 5G 8/256GB Garansi Resmi,Varian: Promo Black,mantapp aman Dan cepat,5,2 bulan lalu
K***g,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,mantaplah...,5,2 bulan lalu
A***a,iPhone 15 Plus 128GB 256GB 512GB Garansi Resmi,Varian: Pink - 128,Keren.. awalnya sangsi kok harganya bisa beda dibanding seller lain.. tapi seller langsung meyakinkan produk resmi ibox. dan diterima dengan kode PA/A.. WOOW.. sukses ter...,5,2 bulan lalu
D***y,iPhone 15 Plus 128GB 256GB 512GB Garansi Resmi,Varian: Pink - 128,Pelayanan seller top,5,2 bulan lalu
Mulyono,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Hitam,"mantap....admin cpt respon, barang jg ok.....",5,2 bulan lalu
M***n,Realme 10 Pro 5G 8/128GB & 8/256GB Garansi Resmi,Varian: Promo 8/256GB - Blue,respon cepat.... mantap  Barangnya original 👍,5,2 bulan lalu
Bayu,iPhone 15 Pro Max 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 256GB,alhamdulillah keren banget gan.. IP 15 promax 256 GB.. masih segel..resmi TAM..harga promo barang tinggal 2 tapi kebagian...harga miring habis...deket banget sama harga s...,5,2 bulan lalu
fhadly,ZTE Blade V50 8/128GB - Garansi Resmi,Varian: Promo Violet,good,5,2 bulan lalu
J***h,Infinix Smart 8 Pro 8/128GB - Garansi Resmi,Varian: Promo Gold,barang ok bgt... cepet diproses,5,2 bulan lalu
Triyanto,Temperred Glass / Anti Gores Kaca / Anti Gores Handphone,Varian: TABLET HYDROGEL,Barang ok tebel moga2 awet penjual juga fast respons,5,2 bulan lalu
B***B,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Black,mantap barangnya dateng tepat waktu.,5,2 bulan lalu
Riani,Xiaomi POCO C65 NFC 6/128GB - Garansi resmi,Varian: Promo Black,Ada garansi resmi Spesifikasi sesuai Kemasan disegel Warna sesuai pesanan Barangnya original 👍 Berfungsi dengan baik Proses pesanan cepat Packaging aman 🙏 Packaging rap...,5,2 bulan lalu
Handarudigdaya,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Lavender,"barang full segel, tdk ada cacat fisik sedikitpun dr body ataupun plastik di body,.,cek garansi resmi jg aman 1th di website samsung.,,thanks Gan",5,2 bulan lalu
J***y,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Green,Barang masih segel dan garansi resmi. Recommended,5,2 bulan lalu
ikmalab,iPhone 11 Internal 64 GB iBox - Garansi Resmi,Varian: Promo Hitam,barang baguss,5,2 bulan lalu
kemal,Laptop Advan Soulmate 4/128GB - Intel Celeron N4020,Varian: Promo Black,GOKSS EMANGG LAPTOP TER WORTH IT 2024 2 JUTA DOAMG!!,5,2 bulan lalu
Nur,Xiaomi Redmi Note 13 Pro 5G 8/256 - Garansi Resmi,Varian: Promo Aurora,Barang mantap dan original.. Seller jg fast response.. Recommended banget!,5,2 bulan lalu
jeni,Samsung Galaxy A05s 6/128GB Garansi Resmi,Varian: Promo Purple,Ulasan tidak ditemukan,5,2 bulan lalu
Nil,Xiaomi Redmi Note 13 Pro PLUS 5G 12/512GB - Garansi Resmi,Varian: Promo Silver,"proses cepat.
seller responsive.",5,2 bulan lalu
Edwin,Xiaomi Mi 14 5G 12/256GB - Garansi Resmi,Varian: Promo Black,"2019 saya beli iphone XR baru dan malas banget bayar 20an juta untuk iphone baru dengan specs sama dengan Xiaomi 14 ini. 
Anak saya lagi ngebantu pindah ke android, makas...",5,2 bulan lalu
Anthonio,MURAH !! Evercoss Tab Bravo X7 3/32GB-Garansi Resmi,Varian: Promo Grey,OK... mantap,5,2 bulan lalu
Rama,Samsung Galaxy A35 5G 8/256GB - Garansi Resmi,Varian: Promo Navy,Barangnya original 👍 Kemasan disegel Spesifikasi sesuai Warna sesuai pesanan Kelengkapan sesuai,5,2 bulan lalu
A***t,Xiaomi POCO X6 Pro 5G 12/512GB - Garansi Resmi,Varian: Promo Yellow,gk nyangka cepat bgt kondisi segel admin sangat baik packaging luar biasa deh,5,2 bulan lalu
Toko,ITEL P55 4G NFC 8+16/256GB - Garansi Resmi,Varian: Promo Black,"Alhamdulillah sesuai pesanan,sangat bagus, baik fitur maupun harganya.",5,2 bulan lalu
M***l,Samsung Galaxy S24 Ultra 12/512GB - Garansi Resmi,Varian: Promo Violet,produk sesuai deskripsi. masih segel. harga bersaing. terima kasih banyak sudah dibantu seller. 🙏🙏🙏,5,2 bulan lalu
walikilia,Infinix Hot 40i 8/256GB - Garansi Resmi,Varian: Promo Black,barang sesuai deskripsi,5,2 bulan lalu
A***a,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,"Pengiriman cepat, packing rapi & aman. Sengaja beli karena cari yang ringan. Aktivitas kerja 90% memakai aplikasi google. Semoga awet. Sukses selalu untuk seller.",5,2 bulan lalu
Wira,Samsung Galaxy A05s 6/128GB Garansi Resmi,Varian: Promo Silver,barang sesuai pesanan...recomend...saya sudah berkali kali belanja di toko ini...makasi,5,2 bulan lalu
Bandu,Samsung Galaxy Buds FE,Varian: Promo Black,"pairing dg samsung wearable lancar, sealed, barang OK, packing OK, pengiriman OK, komunikasi dg seller OK",5,2 bulan lalu
I***n,MURAH !! Evercoss Tab Bravo X7 3/32GB-Garansi Resmi,Varian: Promo Grey,"Seller Responsif, Proses cepat, packing mantap, barang aman sampai tujuan",5,2 bulan lalu
Ferry,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Black,"barang sesuai, proses cepat.. sipp",5,2 bulan lalu
Wempi,NOKIA 105 SIMBA 2022 Garansi Resmi Tam,Varian: Promo Blue2,sip.. berfungsi dg baik,5,2 bulan lalu
Mohamad,Xiaomi Poco M5S NFC 4/64GB Garansi Resmi,Varian: Promo Grey,"Sesuai dengan deskripsinya.. barang asli dan masih tersegel.. HP ini produksi tahun 2022 tapi update ROM terakhir Januari 2024..

jangan ragu beli HP disini, yak.. 

liha...",5,2 bulan lalu
D***a,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,respon toko cepat,5,2 bulan lalu
Ammar,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Gold,"Barang sampai dgn baik, mantap",5,2 bulan lalu
Iwan,"Apple MacBook Air (13 inci, M1 2020) 8GB RAM, 256GB SSD-Garansi Resmi",Varian: Promo Grey,"Barang garansi resmi sesuai deskripsi, pengiriman cepat, packing aman, recommended",5,2 bulan lalu
Fapro,Xiaomi Poco M5S NFC 6/128GB Garansi Resmi,Varian: Promo Grey,ok,5,2 bulan lalu
Wayan,Xiaomi Poco X5 5G 6/128 GB Garansi Resmi,Varian: Promo Black,"packing rapi dan aman, barang ok",5,2 bulan lalu
Tedi,Samsung Galaxy A10 [2GB/32GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,Ga dapat cashback      Ga dapat cashback,1,Lebih dari 1 tahun lalu
,APPLE Watch Series 3 Watch Alumunum GPS 38m Black+Gray MTF02 / MQLW2,Varian barang tidak ditemukan,Sampainya lama dan susah dihubungi,1,Lebih dari 1 tahun lalu
,Samsung Galaxy A50 2019 [4GB/64GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"barang oke, tapi pengiriman lama...pesen pake instant courier serasa pake jne",1,Lebih dari 1 tahun lalu
,Tambahan Greenpeel,Varian barang tidak ditemukan,"Order Ip Xr dengan green peel datang tidak green peel, sudah terlanjut ke click barang sudah sampai.",1,Lebih dari 1 tahun lalu
,Samsung Galaxy A10 [2GB/32GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"Barang sesuai, TAPI TAPI TAPI Bayar di hari 17 mei 2019 kurir SAMEDAY, tp TIDAK di proses, janjI di chat mau pk JNE YES biar sbtu atau minggu sampai, ternyata ZONK, hari...",1,Lebih dari 1 tahun lalu
,Vivo Y15 [ 4GB/64GB - 64 GB ] Garansi Resmi Vivo 1 Tahun,Varian barang tidak ditemukan,Barang tidak segel kartu garansi sudah di isi jadi kita tidak tahu barang baru atau bekas,1,Lebih dari 1 tahun lalu
,Apple Pencil Gen 2 For Compatible iPad Pro 2018,Varian barang tidak ditemukan,Toko ini tidak bertanggung jawab. Sangat tidak dapat dipercaya. Saya memesan apple pencil gen 2. Saya tanya toko katanya barang ready. Setelah itu sayaa diberitahu barang...,1,Lebih dari 1 tahun lalu
,Packing Kayu For iPad,Varian barang tidak ditemukan,"Pesan ipad pakai packing kayu tp dikirim pake bubble wrap aj, payah.",1,Lebih dari 1 tahun lalu
,Samsung Galaxy A10 [2GB/32GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"Dus polos, orderan 1 lagi bilang mau kirim, eh dicancel ama dia, Official store kek store bukan OS",1,Lebih dari 1 tahun lalu
,Vivo Y91 [2GB/32GB] Garansi Resmi Vivo 1 Tahun,Varian barang tidak ditemukan,Manis di chat & deskripsi aja. Minta starry black malah dikirim ocean dream.  Kacau nih penjual,1,Lebih dari 1 tahun lalu
,"Laptop HP 14S 14"" AMD A9 9425 HD 4GB 1TB DK0023AU DK0024AU Notebook",Varian barang tidak ditemukan,"Informasi yang terdapat di gambar adalah akan mendapatkan tas laptop, tetapi pas barang sampai tidak ada tas nya. Ketika di tanya lewat chat jawaban nya tidak memuaskan.",1,Lebih dari 1 tahun lalu
,APPLE Airpods Gen 2 With Wireless Charging Case,Varian barang tidak ditemukan,Bukan barang resmi . tapi barang luar . ada tulisan malaysia gitu,1,Lebih dari 1 tahun lalu
Achuy,Vivo Y15 [ 4GB/64GB - 64 GB ] Garansi Resmi Vivo 1 Tahun,Varian barang tidak ditemukan,Order dari tgl 12 baru dikirim tgl 19 dari tgl 14 pake status resi bohongan dan barang sudah dibuka tidak di wrapping ulang .,1,Lebih dari 1 tahun lalu
,Oppo Realme C2 [3GB/32GB] Garansi Resmi Oppo 1 Tahun,Varian barang tidak ditemukan,1 unit 1kg.  Manipulasi ongkir = nivu. Officialstore taek.,1,Lebih dari 1 tahun lalu
r***n,Oppo F9 [4GB/64GB] Garansi Resmi Oppo 1 Tahun,Varian barang tidak ditemukan,Seller manis di depan dgn janjinya pahit dibelakang setelah barang diterima. Hati2 semua calon buyer gk jaminan udh official store tp seller sangat tidak profesional. Min...,1,Lebih dari 1 tahun lalu
,Realme C2 [2GB/16GB] Garansi Resmi 1 Tahun,Varian barang tidak ditemukan,"Pack cm bubble tipis. Tidak menggunakan berat real produk, buyer hrs membayar ongkir yg ga perlu. OS abal2.",1,Lebih dari 1 tahun lalu
,Oppo Realme C2 [3GB/32GB] Garansi Resmi Oppo 1 Tahun,Varian barang tidak ditemukan,"Seller dgn label OS tapi manipulasi ongkir. Bayar 18k, diresi cuma 9k.taek.",1,Lebih dari 1 tahun lalu
K***a,Packing Kayu For Apple Watch,Varian barang tidak ditemukan,"dibayar, tapi gak dipacking kayu:)",1,Lebih dari 1 tahun lalu
B***a,Paket Hemat Tempered Glass + Silicon Case For iPad Mini 7.2 inch,Varian: TEMPERED GLASS,Ulasan tidak ditemukan,1,Lebih dari 1 tahun lalu
reza,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 128 Grey Silver Gold",Varian: PAKET BONUS - Space Grey,"Ambil paket yg beserta bonus, harusnya includ case dan screen protector, yg dtg hanya ipad + screen protector, case tidak ad didalamnya alasan case habis tp pada saat cha...",1,Lebih dari 1 tahun lalu
Procurement,Apple AirTag / Airtags Original Brand New 4 Pack Kit Air Tag tags,Varian barang tidak ditemukan,kecewa krn barang tidak sesuai deskrpisi. yg datang hanya gantungannya tanpa AirTag. sudah chat ke sellernya malah responnya pura2 ***** & gak ngerti apa yg ditanyain...,1,Lebih dari 1 tahun lalu
Ade,Samsung Galaxy A7 2018 [6GB/128GB] - Blue Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"Orang nya tidak teliti, alat u buka sim injectornnya tidak ada.",1,Lebih dari 1 tahun lalu
James,TWINVIEW DOCK ASUS ROG PHONE 3 - TWIN VIEW MOBILE DOCKING AERO COOLER,Varian barang tidak ditemukan,"The fan is not working & had asked for confirmation.
Office was closed and complaints filled through WA that handled different team. It's upset me to getting afte...",1,Lebih dari 1 tahun lalu
L***d,APPLE Airpods Gen 2 With Wireless Charging Case,Varian barang tidak ditemukan,"Toko official, pelayanan lebih buruq dr kaki lima 👎, di tny stok, katanya ready, lewat 2 hari ditny kenapa ga dikirim kagak di respon, ngu sampe last minute sebelum orde...",1,Lebih dari 1 tahun lalu
Deni,Apple iPhone 11 Pro Max 256GB 256 Gray Silver Gold Green GARANSI RESMI,Varian: INTERNASIONAL,"parah barang nya sudah sampai tapi jaringan nya gabisa di rubah ke LTE/4G, karena sepertinya di blok sama pemerintah.
alhasil di refund dan dikenakan pajak sebesar 287rb....",1,Lebih dari 1 tahun lalu
Anis,Sony Playstation PS 5 Disc Blue Ray/PS5 Digital Version Garansi Resmi,Varian barang tidak ditemukan,Cara packingnya sangat jelek hanya di lapisi buble wrap…alhasil kardus nya jebol.,1,Lebih dari 1 tahun lalu
Fiki,Oppo A5s [3GB/32GB] Garansi Resmi 1 Tahun,Varian barang tidak ditemukan,"SANGAT KECEWA dg pelayanannya. Official Store koq gak jujur saat ditanya pengiriman barang. Ngaku sudah dikirim hari itu jg, ternyata  3 hari kemudian baru dikirim.",1,Lebih dari 1 tahun lalu
Afryan,Samsung Galaxy A30 2019 [4GB/64GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"Bilang sabtu udah dikirim, eh ternyata masih senin dikirimnya malam lagi, respon seller lama bet lgi :(",1,Lebih dari 1 tahun lalu
Bang,Realme C2 [2GB/16GB] Garansi Resmi 1 Tahun,Varian barang tidak ditemukan,"Ini kok barang yang dikirim kayak barang second,tanpa plastik wrap.harusnya minimal di repack yang rapi boss.jangan kayak gini jualanya.... beli barang baru malah kayak b...",1,Lebih dari 1 tahun lalu
Best,Oppo Realme C2 [3GB/32GB] Garansi Resmi Oppo 1 Tahun,Varian barang tidak ditemukan,"Manipulasi ongkir, byr 18k resi 9k seller banksat Taek.",1,Lebih dari 1 tahun lalu
Toni,Samsung Galaxy M10 [2GB/16GB] Garansi Resmi SEIN 1 Tahun,Varian barang tidak ditemukan,"Pelayanan sangat lambat
Kecewa",1,Lebih dari 1 tahun lalu
Jonathan,Amazon Kindle Paperwhite No Ads White,Varian barang tidak ditemukan,Bukan yg paling baru. Padahl sudah tanya sebelumnya.,1,Lebih dari 1 tahun lalu
Maiza,Xiaomi Redmi Note 7 4GB 64GB - Garansi RESMI TAM 1 Tahun,Varian barang tidak ditemukan,"Penjual sangat tdk recomended pesen biru d kirim hitam ,parah gak bisa baca .",1,Lebih dari 1 tahun lalu
t***i,Harman Kardon Onyx Studio 6 Bluetooth Portable Speaker Original not 5,Varian barang tidak ditemukan,kecewa karena segel terbuka dan tidak sesuai deskripsi iklan . colokan tidak lengkap . penjual tidak balas chat dan tidak respon di diskusi .baru kali ini nemu penjual yg...,1,Lebih dari 1 tahun lalu
E***h,Apple Smart Keyboard Folio 11 / 10.9 inch - iPad Air 4 / Pro 2020 2018,Varian barang tidak ditemukan,Packing kurang tebel barang penyok penyok,1,Lebih dari 1 tahun lalu
Hillman,"Apple Watch Series SE 2020 44mm 40mm Black Grey, White, Pink Gold 6",Varian: 44MM PAKET - Black SpaceGrey,Warna tidak sama dengan pesanan,1,Lebih dari 1 tahun lalu
M***l,Apple Smart Keyboard Folio 11 / 10.9 inch - iPad Air 4 / Pro 2020 2018,Varian barang tidak ditemukan,Barang oke cm admin ga bnr melayani,1,Lebih dari 1 tahun lalu
Adi,GoPro Hero Max 360 Black Camera / Go Pro HeroMax Garansi Resmi TAM 8,Varian: Garansi INTER,"Hallo bintang 1, saya temenin ya. Silahkan coba beli aja biar merasakan sendiri, no more comments.",1,Lebih dari 1 tahun lalu
Daniel,Google Home Voice Activated WIFI Smart Speaker White ( Bukan Homepod ),Varian barang tidak ditemukan,"Barang datang hanya dengan segel selotip transparan, bukan segel original. Inti nya bukan BNOB",1,Lebih dari 1 tahun lalu
Irene,Tempered Glass untuk MacBook Air / Pro 13 Inch Anti Gores,Varian barang tidak ditemukan,"Lem ga nempel sama sekali, kaya barang lama. Tanya ke penjual juga ga ada solusi. Cuma bilang barang baru",1,Lebih dari 1 tahun lalu
Tjung,Oppo A3S [2GB/16GB] Garansi Resmi Oppo 1 Tahun,Varian barang tidak ditemukan,"Produk diterima dlm dgn segel yg sudah dibuka pdhl pada info produk tertulis ""Barang BNIB (Brand New In Box ) NEW ORIGINAL DAN SEGEL"".
Kartu garansi sudah terisi...",1,Lebih dari 1 tahun lalu
E***e,APPLE iPad 6 2018 32GB WiFi / iPad Gen 6th Garansi 1 Tahun,Varian barang tidak ditemukan,"Awalnya saya engga tau kalau warna grey itu depannya hitam, dan setelah beberapa jam saya minta ke penjual untuk menggantikan warna gold saja karena saya maunya depan war...",1,Lebih dari 1 tahun lalu
Aulia,Samsung Galaxy A30S 2019 [ 4GB 64GB 64 ] Black Green White Resmi SEIN,Varian barang tidak ditemukan,"Asli, ga memuaskan banget. Pdhl udh pesen dr jam 12 siang, sebelum jam 2, trs pake gosend instan tp d kirim barang besok. Kecewa bgt! Kardusnya penyok, ga dpt headset",1,Lebih dari 1 tahun lalu
Afrizal,Packing Kayu For iPad,Varian barang tidak ditemukan,"Packing kayu saya gak dimasukkan, tapi uang saya diambil... Trus gak dibalikin uang packing kayu ku... Kalau sudah janji pakai packing kayu mohon ditepati",1,Lebih dari 1 tahun lalu
