Ulasan,Sentimen,Tipe Barang,Deteksi_Bahasa
jual beri deskripsi produk jelas meski isi paket dapat ubah jual tetap paksa tidak mau penuh request beli padahal itu,negatif,"Apple Watch Series SE 2020 44mm 40mm Black Grey, White, Pink Gold 6",id
barang sampai kurang lengkap bonus sesuai yang promokan jual sama sekali beri solusi,negatif,Apple Macbook Air 2020 M1 Chip 13 inch 256GB Touch ID Grey Silver Gold,id
barang datang ada segel box sobek bekas speaker grill atas penyok kaca lindung retak halus bagi bawah sangat,negatif,JBL PULSE 4 Speaker Wireless Bluetooth by Harman Kardon - not flip 5,id
beli 2 1 barang rusak,negatif,"LCD Drawing Writing Board 10"" 8.5 Olike Papan Tulis Digital Anak Warna",id
psn nya biru dkrim nya ungu kak,negatif,Smart Sajadah Anak OLIKE Untuk Panduan Belajar Shalat / Solat Mengaji,id
kecewa sekali free nya semu kes mau tau adminnya sih gpp kalo konfirmasi duluan tidak ada free temper case nya temper nya jug,negatif,iPad Pro 12.9 inch 2021 M1 Chip Cellular 128GB 256GB 512GB 1TB 2TB,id
deskripsi nya barang bnib nyata terima di cek asuransi resmi apple nya jalan lebih 2 bulan arti barang saya terima biasa,negatif,Apple Macmini 2020 M1 Chip 8-Core 512GB 256GB MGNR3 MGNT3 SSD Mac Mini,id
servicenya kacaumenyepelekan konfirmasiblg stock warna silver habis ada grey ditawarin tambah harga transfer grey dateng tetep silver ha,negatif,Apple iPad Pro 11 inch 2021 M1 Chip Cellular 128GB 256GB 512GB 1TB 2TB,id
bintang jamin kualitas layan pesan sabtu senin pihak toko konfirmasi ganti warna karna stock yanv pesan kosong baru kirim hari selasa,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 128 Grey Silver Gold",id
packing aman pelit bublewrap barang sampe dus nya penyok semua padahal belum di komunikasi admin nya bilang bublewrapnya tebel menge,negatif,iPad Air 4 2020 256GB 256 Wifi Cellular Cell Blue Green Rose Gold Pink,id
sangat kecewa studio ponsel model toko ketika belum beli semua ketika checkout barang elektronik amountnya besar sem,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 32GB Grey Silver Gold",id
barang kendala bawa teknisi akhir nyala cs toko bohong kait sepakat faktur pajak divisi banyak jika laku komplain a,negatif,Apple Macbook Pro 2020 M1 8GB 256GB SSD MYD82 MYDA2 Gray Silver Resmi,id
sangat kecewa udah kali beli sini dua kali barang kirim lama minta cancel jual mau cancel selalu alas,negatif,Apple Watch Series 6 2020 44mm 40mm Black White Pink Gold Red Blue SE,id
barang kendala bawa teknisi akhir nyala cs toko bohong kait sepakat divisi banyak jika laku komplain dilempa,negatif,Apple Macbook Pro 2020 M1 8GB 256GB SSD MYD82 MYDA2 Gray Silver Resmi,id
official stor abalabal barang kirim mepet waktu proses akhir toko punya stok produk temen2 lain usah belanja disinibarang bakal kirim lama,negatif,APPLE AIRPODS PRO WITH WIRELESS CHARGING ORIGINAL AIRPOD SUP IPHONE 12,id
judul paket hemat tempered silicone datang cm silicone ajah sesuai judul dichat jawab order cm silicone jelas2 judul udah tempered paket hemat m,negatif,Paket Hemat Tempered Glass + Silicon Case For iPad Pro 11 Inch,id
produk bisa cas jual tanggap,negatif,Microsoft Surface Pro X 2 SQ2 2021 4G LTE Ram 16GB SSD 512GB - 256GB,id
rasa kecewa harga barang turun jauh cek 2 hari barang tiba mungkin kalau beda 1jtan bisa paham beda cukup jauh mungkin un,negatif,New iPad pro 11 2021 M1 chip 128GB 256GB 512GB 1TB 2TB GREY SILVER,id
barang response no problem sayang rasa tipu free tg softcase kirim cek beberapa hari info kosong belum ada di deskrips,negatif,Apple Pencil Gen 2 2nd For Compatible iPad Pro,id
sayang rasa tipu free tg softcase kirim cek beberapa hari info kosong belum di deskripsi kait free hanya ada,negatif,New iPad pro 11 2021 M1 chip 128GB 256GB 512GB 1TB 2TB GREY SILVER,id
recomendettidak sesuai sangat sangat kecewaaaaaaaaaa,negatif,"LCD Drawing Writing Board 10"" 8.5 Olike Papan Tulis Digital Anak Warna",id
kecewa paket saya terima sesuai pesan pertama paket pes isi ipad tempered glass soft casetp saya terima ipad tempered glass retak t,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 32GB Grey Silver Gold",id
sangat amat kecewa layan toko pertama mau langsung kirim hari tapi nyata besok masih maklum kemudian barang datang ter,negatif,"iPad Pro M1 Chip 2021 11"" inch 128GB 128 Wifi Celluler Silver Gray 3rd",id
akan cerita alam belanja toko sama belanja ipad pro airpods pro saya sangat amat kecewa layan toko pertama,negatif,APPLE AIRPODS PRO WITH WIRELESS CHARGING ORIGINAL AIRPOD SUP IPHONE 12,id
sesuai kirim sameday tanya baik2 eh bilang tunggu aja gansis nama nya kirim sameday akhir komplain lalu tokped baru kirim hari,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 32GB Grey Silver Gold",id
box dengan ada rusak jual salah courier tidak tawar bantu sama sekali after sales sangat buruk,negatif,APPLE Watch Series 5 40mm Sport Band Silver White Grey Black Gold Pink,id
barang datang kondisi rusak untuk ganti barang baru perlu tunggu waktu berbulanbulan,negatif,Samsung Galaxy Buds Plus / Buds+ R175 Black Blue White Headset,id
transaksi tanya jual apa kirim hari kata telah transaksi sore tnya bilang kirim hari ok,negatif,Samsung Galaxy Note 20 Ultra 12GB 512GB 256GB Garansi RESMI SEIN,id
unit masalah jual tanggap komplain,negatif,Microsoft Surface Pro 7 ( i5 8GB 256GB / 256 GB ) + TYPE COVER Black,id
kirim warna sesuai minta tukar di pusat resolusi ada anti segera memberitahu harus tunggu samapai batas waktu kembali otoma,negatif,Surface Pro TYPE COVER KEYBOARD Signature Alcantara 6 7 8 9 Microsoft,id
helpful kendala kirim apple pencil skrg belum nyampe overall kecewa transaksi jual padahal official store,negatif,"Apple iPad Pro 2020 11"" inch ( Gen 2 2nd ) 128GB 128 Silver Gray 4th",id
bis hapus padahal on of di klik bagaimana solusi,negatif,"LCD Drawing Writing Board 10"" 8.5 Olike Papan Tulis Digital Anak Warna",id
nyata bmjd blokirhp mahal tpi bisa buat nelpon sma smsverif akun ap aja sekarang via nmer tlpon tmbah ribet mau tuker udh males spec sesuai keter,negatif,ASUS ROG PHONE 3 / ROG PHONE III 512 GB / 256GB / 128GB Garansi 1 Tahn,id
ipad kata registrasi imeu tri nyata daftar minta barang tarik tidak ganti barang baru kacaaaau official store macam apa,negatif,"Apple iPad Pro 2020 11"" inch ( Gen 2 2nd ) 128GB 128 Silver Gray 4th",id
jual kurang ajar layan buruk pake sameday nyampenya baru besok minta solusi malah ngaku salah ngatain beli sepele heran jual kyk gin deh,negatif,Google Nest Mini Gen 2 2nd 2020 Charcoal Chalk Original,id
jual sama sekali merespon saya bayar chat berpuluh2 kali tanggap sangat recommended,negatif,"Macbook Air 2019 13"" i5 8GB 128GB Gray Silver Gold MVFH2 MVFK2 MVFM2",id
jual slow respon banget kecewa sudah baik baik chat mohon cepat and you know what kirim last hour bbrpa jam batal pihak tokopedia,negatif,APPLE Watch Series 4 44mm Aluminum Space Black SportBand MU6D2,id
barang terima dhn baik cs koperatif salah pilih kirim butuh expres tanggap baik chat direply,negatif,"APPLE iPad 6 9.7"" 2018 WiFi + Cellular 128GB / iPad Gen 6th 128GB",id
kirim sangat sangat lama pesan instant kirim prosss jam 4 jam 6 servis sangat jelek,negatif,Apple iPhone 11 Pro Max XI Pro Max 256GB 256 GB Gray Silver Gold Green,id
kirim lam pake instan kurir 30 jam baru tiba inti sangat kecewa,negatif,Samsung Galaxy A20S 2019 [ 3GB 32GB 32 ] [ 4GB 64GB 64 ] Resmi SEIN,id
deskripsi jual sesuai diskusi chat kali klo nyediakan minta bilang aja kan bisa beli di tempat,negatif,GoPro Hero 8 / Go Pro Hero 8 / Hero8 Black Action Camera,id
kirim sangat lambat order kapan kirim kapan,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 32GB Grey Silver Gold",id
butuh semua apalagi transaksi penuh janji jual buyer bisa penuh janjitidak layak percaya,negatif,APPLE iPad Air 3rd 2019 / iPad Air 3 2019 64GB WiFi Garansi 1 Tahun,id
layan sangat kecewa order pakai grab express driver grab tolak akan pick up barang alas barang rusak ganti driver 8 kali toko sel,negatif,APPLE WATCH SERIES 3 42MM 38MM BLACK SPACE GREY - PINK - SILVER IBOX,id
imei daftar kemenperin belum solusi,negatif,"Apple iPad Pro 2020 11"" inch ( Gen 2 2nd ) 128GB 128 Silver Gray 4th",id
rog 3 masih 2 problem cukup fatal 1 sim 2 bisa guna 2 screen black crush issue ketika layar warna hitam warna2 akan pudar pix,negatif,ASUS ROG PHONE 3 / ROG PHONE III 512 GB / 256GB / 128GB Garansi 1 Tahn,id
sangat slow respon,negatif,Apple Pencil Gen 1 For Compatible iPad Pro 2017 & iPad 6,id
sen warna space grey dateng warna putih padahal belum di sanggup di kirim warna space grey sampe 2x padahal bilang kirim warna space grey pa,negatif,APPLE Watch Series 5 44mm Sport Band Silver White Grey Black Gold Pink,id
pesan nya gray kirim silver sepele tetep kecewa cukup sekali pesan sini rekomendasi toko,negatif,"Macbook Pro 2019 Touch bar 13"" i5 8GB 128GB Gray Silver MUHN2 / MUHQ2",id
segi produk bagus sesuai dari segi layan sangat buruk order hari sabtu pukul 1330 kemudian konfirmasi via chat whatsapp nomor y,negatif,"APPLE iPad Pro 12.9"" 2018 4G WiFi + Cellular 64GB 64 Garansi 1 Tahun",id
jual profesional sungguh mengecewalan benar barang tidak sesuai pesan hatihati jangan jebak minta wifi cell kirim mal,negatif,APPLE iPad Mini 5 2019 64GB WiFi Cellular Garansi Apple 1 Tahun,id
jual paling buruk 5 tahun belanja tokopedia barang rusak 1 hari terima mau claim garansi sampe marah2 sangat sangat minimal respons da,negatif,"MacBook Pro 2020 13"" inch i5 2.0GHz 16GB 512GB MWP42 Gray MWP72 Silver",id
layan sangat minus boongin konsumen,negatif,Smart Sajadah Anak OLIKE Untuk Panduan Belajar Shalat / Solat Mengaji,id
pesan jumat jam 12 siang pakai sameday baru kirim selasa jual tanya beri jawab cek jawab barang urgent kalau tidak,negatif,Apple Pencil Gen 1 For Compatible iPad Pro 2017 & iPad 6,id
respon jual kecewa janji kirim hri baru kirim besok pdahal pake instant janji kalo kirim hari akan cance jual iya,negatif,Apple Watch Series 6 2020 44mm 40mm Black White Pink Gold Red Blue SE,id
tempered glass nya retak bisa pakai padahal diwantiwanti hati2 packaging nya,negatif,Paket Hemat Tempered Glass + Softcase For iPad 10.5 / 10.2 Inch Air,id
respon lama admin tanggung jawab peduli customer apabila laku transaksi parah banget deh pokok official store customer serviceny,negatif,"Apple Smart Keyboard Folio for iPad Pro 12.9"" Inch 2020",id
tukang nipu beli kata barang ready stock pas udah bayar bilang habis borong orang gitu terus sudah 2x beli 2x cancel pesan karena,negatif,Apple Pencil Gen 1 For Compatible iPad Pro 2017 & iPad 6,id
sayang barang habis,negatif,Paket Hemat Tempered Glass + Softcase For iPad 10.5 / 10.2 Inch Air,id
nyata pencil kirim 1st gen sampe skrg ada respon nya mau ganti sesuai order suruh tunggu tunggu suruh chat wa itu ada direspon,negatif,iPad Air 4 2020 256GB 256 Wifi Cellular Cell Blue Green Rose Gold Pink,id
kecewa pesan 2 iwatch 6 datang cuma 1 iwatch jual konfirmasi barang kurang komplain baru ngaku barang pesan saya tidak adaadminnya,negatif,Apple Watch Series 6 2020 44mm 40mm Black White Pink Gold Red Blue SE,id
buat yang anggap go pro hero 9 bawa snorkeling case tambah akan kecewa punya baru dipake snorkeling 3 kali masuk air,negatif,GOPRO HERO 9 5K BLACK 2020 GARANSI RESMI TAM bukan GO PRO MAX / 8,id
banner deskripsi produk etalase sama realita kirim speecless komplain sama jual kata bonus mau kirim tau sengaja dilama2in kasih info aja,negatif,APPLE iPad Air 3rd 2019 / iPad Air 3 2019 256GB WiFi Garansi 1 Tahun,id
dua kali transaksi toko sudah checkout harga ubah jadi mesti transfer ulang luar tokopedia kirim sampe 12 pro bukan 12 pro max suru,negatif,iPhone 12 Pro / Max 512GB Garansi Resmi 256 GB 128GB bukan mini,id
meski komplain tuju toped minta kembali barang kembali dengan jasa kurir sedang saya di luar kota tidak,negatif,DJI Mavic Air 2 [ More Combo | Basic ] Drone Camera Garansi Resmi TAM,id
pesan macbook dus banyak penyok beli sama flash disk isi software tidak flashdisk nya sangat kecewa jual nya sangat lamban respon tidak komitmen wa,negatif,"MacBook Pro 2019 16"" inch i9 2,3Ghz 16GB 1TB MVVK2 Gray MVVM2 Silver",id
alam pertama beli studio ponsel minta 44mm datang malah 40mm memang sih niat baik studio ponsel tukar barang yang beli cust saya udh,negatif,Apple Watch Series 6 2020 44mm 40mm Black White Pink Gold Red Blue SE,id
produk ready info beli perlu software nya urgent jual tidak bisa kompromi hanya janji kirim besok customer,negatif,Paket Instalasi Software Windows Lengkap Khusus user STUDIO PONSEL,id
udah pilih varian bonus gaada bonus sama sekali sedikit rugi aja walaupun berapa duit aja lah periksa kirim lamaa,negatif,APPLE iPad Mini 5 2019 64GB WiFi Cellular Garansi Apple 1 Tahun,id
nyata barang kirim bukan serial number jual jual aku solusi tidak mau refund tidak mau kirim barang baru jadi spt bayar tidak biasa,negatif,GOPRO HERO 9 5K BLACK 2020 GARANSI RESMI TAM bukan GO PRO MAX / 8,id
plug versi malaysia tulis detail kalo plug bukan versi indinesia respons toko tidak bagus tipu,negatif,Apple Macbook Air 2020 M1 Chip 13 inch 256GB Touch ID Grey Silver Gold,id
kirim lama jual beri informasi kirim jelas kapan kirim saya order 2 barang hanya kirim 1 not recommended even,negatif,iPhone 12 Pro / ProMax Max 128gb 128 Graphite Silver Gold Blue iBox,id
sangat kecewa proses2,negatif,Apple AirTag / Airtags Original Brand New 4 Pack Kit Air Tag tags,id
sangat kecewa toko saya laku beli barang nyata barang saya terima sepenuh mulus dapat gores gores tipis bagi,negatif,APPLE WATCH SERIES 3 42MM 38MM BLACK SPACE GREY - PINK - SILVER IBOX,id
barang beli oke cek kemenperin imei daftar layan jual sangat bantu jual cenderung mau tau sulit beli s,negatif,iPhone 12 Pro / ProMax Max 128gb 128 Graphite Silver Gold Blue iBox,id
beli deskripsi garansi ibox kirim garansi internasional,negatif,iPhone 12 128gb / Mini 128 White Black Blue Green Red iBox Dualsim,id
beli garansi ibox kirim garansi internasional,negatif,iPhone 12 128gb / Mini 128 White Black Blue Green Red iBox Dualsim,id
kecewa tokokalau memang ad free tempered glass tinggal bilang ajaditanya tapi kirim pas tanya awal suruh cek packaging blg ada suruh k,negatif,iPhone 12 Pro / ProMax Max 256gb 256 Graphite Silver Gold Blue iBox,id
admin senang tidak layak,negatif,iPhone 12 256gb / Mini 256 White Black Blue Green Red iBox Dualsim,id
barang asli ibox deh claim k ibox sayang pakai di claim,negatif,(IBOX) APPLE WATCH SERIES 3 NIKE + 42MM 38MM BLACK SPACE GREY SILVER,id
beli macbook garansi ibox saya minta kartu garansi invoice 9 hari ada jawab saat mau service minta ibox,negatif,"MacBook Pro 2019 16"" inch Core i7 16GB 512GB MVVJ2 Gray MVVL2 Silver",id
sungguh alam luarr biasa jelek toko 1 not recommended jual telmi mau kasar jgn ksi dia ngerti dikasarin alas di f,negatif,APPLE iPad Air 3rd 2019 / iPad Air 3 2019 64GB WiFi Garansi 1 Tahun,id
parahdus penyok2segel sesuaiipad lecet2tergoressusah kalo udh barang bginidiminta tanggung jawab nya manamalah bilangkita kirim nya mulus kakcla,negatif,APPLE iPad Air 3rd 2019 / iPad Air 3 2019 64GB WiFi Garansi 1 Tahun,id
dah coba batalin barang tetap kirim,negatif,"Apple iPad Pro 2020 11"" inch ( Gen 2 2nd ) 256GB 256 Silver Gray 4th",id
proses ngirimnya lana,negatif,VIVO V19 [ 8GB / 128GB 128 GB ] [ 8GB / 256GB 256 GB ] Blue White,id
sesuai deskripsi bonus kirim nya tepat wktusllow respon tidak bagus lah kecewa,negatif,Vivo Y50 [ 8GB / 128GB 128 GB ] Black Blue Garansi Resmi Vivo 1 Tahun,id
sungguh sangat kecewa jual saya mohon lebih 10x beli cancel ada salah di alamat tuju jual sama sekal,negatif,Apple Pencil Gen 2 2nd For Compatible iPad Pro,id
heran tokopedia ngasih centang verified jual toko slogan ready cocok buat toko karena sen barang bom jam 2 padahal bom transak,negatif,"Apple iPad Pro 2020 11"" inch ( Gen 2 2nd ) 128GB 128 Silver Gray 4th",id
stop beli barang sini mesen warna platinum kasi warna black biaya kembali konsumen tanggung padahal bukan salah konsumen mending cari toko online,negatif,Microsoft Surface Pro 7 ( i5 8GB 256GB / 256 GB ) + TYPE COVER Black,id
maaf prefer beli sini murah official sayang barang datang gap lubang lumayan jelas sambung body bagi body lensa sebe,negatif,GoPro Hero 8 / Go Pro Hero 8 / Hero8 Black Action Camera,id
jam sih cuma janji mau kasih tempered glass nyata kasih,negatif,APPLE Watch Series 5 40mm Sport Band Silver White Grey Black Gold Pink,id
kirim lama segel uda robek,negatif,APPLE Watch Series 5 44mm Sport Band Silver White Grey Black Gold Pink,id
barang nya tapi pas kendala nyata garansi internasional nya bisa klaim sesuai deskripsi,negatif,Google Nest Mini Gen 2 2nd 2020 Charcoal Chalk Original,id
awal udah slowrespon tanya ganyambung eh pas sampe barang gabisa dipake haha untung fitur komplain tokopedia tpresponnya lamaaaaa banget awlo kiri,negatif,Apple Pencil Gen 1 For Compatible iPad Pro 2017 & iPad 6,id
mahal beli magic keyboardnya jual idr 52jt,negatif,Apple Magic Keyboard 11 / 10.9 / 12.9 inch for iPad Air 4 / Pro 2020,id
barang original fungsi baik super kecewa kirim blg langsung kirim urgent bsk keluar kota akhir barang bisa saya pakai,negatif,APPLE AIRPODS PRO WITH WIRELESS CHARGING ORIGINAL AIRPOD SUP IPHONE 12,id
produk tiba ada rusak di luar bahan kemas video saya buat akan kirim harga sangat murah saya masa,negatif,Paket Hemat Tempered Glass + Silicon Case For iPad Pro 11 Inch,id
kecewa sama layan toko pesan sameday jumat siang barang kirim senin siang alas minggu tutup terang operasional toko 24 jam senin sa,negatif,iPad Air 4 2020 64GB 64 Wifi Cellular Cell Blue Green Rose Gold Pink,id
kirim lama walaupun udh pilih kurir gojek instant respon chat lama informatif pas produk datang malah dapet unit tidak nyala ajuin kompla,negatif,"Apple iPad Pro 2020 11"" inch 1TB 512GB 256GB 128GB Wifi Celluler 4th 2",id
hati hati banyak jebak jual dengan cara benar jujur,negatif,"iPad 8 8th 2020 10.2"" Wifi Cellular Cell 128GB 32GB Grey Silver Gold",id
kirim lama pilih instant 2 hari baru nyampe,negatif,"Apple Magic Keyboard For iPad Pro 12.9"" inch 2020 Garansi 1 Tahun",id
barang cacat tidak sesuai pesan layan buruk hati2 beli toko kalau kurang untung kena tipu sangat kecewa beli sini,negatif,Apple Macmini 2020 M1 Chip 8-Core 512GB 256GB MGNR3 MGNT3 SSD Mac Mini,id
